第 0 点 - 坐标: [279.7423, 0.0000], 绝对半径: 279.7423, 绝对角度: 0.0000, 绝对半径差值: 0.0000, 增量半径差值: 0.0000, 增量角度差值: 0.0000
第 149 点 - 坐标: [270.5515, -71.1833], 绝对半径: 279.7591, 绝对角度: 14.7407, 绝对半径差值: 0.0169, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 150 点 - 坐标: [270.4269, -71.6558], 绝对半径: 279.7593, 绝对角度: 14.8408, 绝对半径差值: 0.0170, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 151 点 - 坐标: [270.3014, -72.1281], 绝对半径: 279.7594, 绝对角度: 14.9409, 绝对半径差值: 0.0171, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 152 点 - 坐标: [270.1751, -72.6002], 绝对半径: 279.7595, 绝对角度: 15.0410, 绝对半径差值: 0.0172, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 153 点 - 坐标: [270.0480, -73.0721], 绝对半径: 279.7596, 绝对角度: 15.1410, 绝对半径差值: 0.0174, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 154 点 - 坐标: [269.9201, -73.5438], 绝对半径: 279.7598, 绝对角度: 15.2411, 绝对半径差值: 0.0175, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 155 点 - 坐标: [269.7913, -74.0152], 绝对半径: 279.7599, 绝对角度: 15.3412, 绝对半径差值: 0.0176, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 156 点 - 坐标: [269.6617, -74.4864], 绝对半径: 279.7600, 绝对角度: 15.4413, 绝对半径差值: 0.0177, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 157 点 - 坐标: [269.5313, -74.9574], 绝对半径: 279.7602, 绝对角度: 15.5414, 绝对半径差值: 0.0179, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 158 点 - 坐标: [269.4001, -75.4282], 绝对半径: 279.7603, 绝对角度: 15.6415, 绝对半径差值: 0.0180, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 159 点 - 坐标: [269.2680, -75.8987], 绝对半径: 279.7604, 绝对角度: 15.7416, 绝对半径差值: 0.0181, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 160 点 - 坐标: [269.1352, -76.3690], 绝对半径: 279.7606, 绝对角度: 15.8417, 绝对半径差值: 0.0183, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 161 点 - 坐标: [269.0015, -76.8391], 绝对半径: 279.7607, 绝对角度: 15.9418, 绝对半径差值: 0.0184, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 162 点 - 坐标: [268.8670, -77.3089], 绝对半径: 279.7608, 绝对角度: 16.0418, 绝对半径差值: 0.0185, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 163 点 - 坐标: [268.7316, -77.7785], 绝对半径: 279.7610, 绝对角度: 16.1419, 绝对半径差值: 0.0187, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 164 点 - 坐标: [268.5955, -78.2479], 绝对半径: 279.7611, 绝对角度: 16.2420, 绝对半径差值: 0.0188, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 165 点 - 坐标: [268.4585, -78.7170], 绝对半径: 279.7612, 绝对角度: 16.3421, 绝对半径差值: 0.0189, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 166 点 - 坐标: [268.3207, -79.1859], 绝对半径: 279.7614, 绝对角度: 16.4422, 绝对半径差值: 0.0191, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 167 点 - 坐标: [268.1821, -79.6545], 绝对半径: 279.7615, 绝对角度: 16.5423, 绝对半径差值: 0.0192, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 168 点 - 坐标: [268.0427, -80.1229], 绝对半径: 279.7616, 绝对角度: 16.6424, 绝对半径差值: 0.0194, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 169 点 - 坐标: [267.9025, -80.5910], 绝对半径: 279.7618, 绝对角度: 16.7425, 绝对半径差值: 0.0195, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 170 点 - 坐标: [267.7614, -81.0589], 绝对半径: 279.7619, 绝对角度: 16.8425, 绝对半径差值: 0.0196, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 171 点 - 坐标: [267.6195, -81.5266], 绝对半径: 279.7621, 绝对角度: 16.9426, 绝对半径差值: 0.0198, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 172 点 - 坐标: [267.4769, -81.9940], 绝对半径: 279.7622, 绝对角度: 17.0427, 绝对半径差值: 0.0199, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 173 点 - 坐标: [267.3334, -82.4612], 绝对半径: 279.7623, 绝对角度: 17.1428, 绝对半径差值: 0.0201, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 174 点 - 坐标: [267.1890, -82.9281], 绝对半径: 279.7625, 绝对角度: 17.2429, 绝对半径差值: 0.0202, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 175 点 - 坐标: [267.0439, -83.3947], 绝对半径: 279.7626, 绝对角度: 17.3430, 绝对半径差值: 0.0203, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 176 点 - 坐标: [266.8979, -83.8612], 绝对半径: 279.7628, 绝对角度: 17.4431, 绝对半径差值: 0.0205, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 177 点 - 坐标: [266.7512, -84.3273], 绝对半径: 279.7629, 绝对角度: 17.5432, 绝对半径差值: 0.0206, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 178 点 - 坐标: [266.6036, -84.7932], 绝对半径: 279.7631, 绝对角度: 17.6432, 绝对半径差值: 0.0208, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 179 点 - 坐标: [266.4552, -85.2588], 绝对半径: 279.7632, 绝对角度: 17.7433, 绝对半径差值: 0.0209, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 180 点 - 坐标: [266.3060, -85.7242], 绝对半径: 279.7634, 绝对角度: 17.8434, 绝对半径差值: 0.0211, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 181 点 - 坐标: [266.1560, -86.1893], 绝对半径: 279.7635, 绝对角度: 17.9435, 绝对半径差值: 0.0212, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 182 点 - 坐标: [266.0052, -86.6542], 绝对半径: 279.7637, 绝对角度: 18.0436, 绝对半径差值: 0.0214, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 183 点 - 坐标: [265.8535, -87.1187], 绝对半径: 279.7638, 绝对角度: 18.1437, 绝对半径差值: 0.0215, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 184 点 - 坐标: [265.7011, -87.5831], 绝对半径: 279.7640, 绝对角度: 18.2438, 绝对半径差值: 0.0217, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 185 点 - 坐标: [265.5478, -88.0471], 绝对半径: 279.7641, 绝对角度: 18.3439, 绝对半径差值: 0.0218, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 186 点 - 坐标: [265.3938, -88.5109], 绝对半径: 279.7643, 绝对角度: 18.4439, 绝对半径差值: 0.0220, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 187 点 - 坐标: [265.2389, -88.9744], 绝对半径: 279.7644, 绝对角度: 18.5440, 绝对半径差值: 0.0221, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 188 点 - 坐标: [265.0832, -89.4377], 绝对半径: 279.7646, 绝对角度: 18.6441, 绝对半径差值: 0.0223, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 189 点 - 坐标: [264.9267, -89.9006], 绝对半径: 279.7647, 绝对角度: 18.7442, 绝对半径差值: 0.0224, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 190 点 - 坐标: [264.7694, -90.3633], 绝对半径: 279.7649, 绝对角度: 18.8443, 绝对半径差值: 0.0226, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 191 点 - 坐标: [264.6113, -90.8258], 绝对半径: 279.7650, 绝对角度: 18.9444, 绝对半径差值: 0.0227, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 192 点 - 坐标: [264.4524, -91.2879], 绝对半径: 279.7652, 绝对角度: 19.0445, 绝对半径差值: 0.0229, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 193 点 - 坐标: [264.2927, -91.7498], 绝对半径: 279.7653, 绝对角度: 19.1446, 绝对半径差值: 0.0231, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 194 点 - 坐标: [264.1321, -92.2114], 绝对半径: 279.7655, 绝对角度: 19.2446, 绝对半径差值: 0.0232, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 195 点 - 坐标: [263.9708, -92.6727], 绝对半径: 279.7656, 绝对角度: 19.3447, 绝对半径差值: 0.0234, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 196 点 - 坐标: [263.8087, -93.1337], 绝对半径: 279.7658, 绝对角度: 19.4448, 绝对半径差值: 0.0235, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 197 点 - 坐标: [263.6457, -93.5944], 绝对半径: 279.7660, 绝对角度: 19.5449, 绝对半径差值: 0.0237, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 198 点 - 坐标: [263.4820, -94.0549], 绝对半径: 279.7661, 绝对角度: 19.6450, 绝对半径差值: 0.0238, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 199 点 - 坐标: [263.3174, -94.5151], 绝对半径: 279.7663, 绝对角度: 19.7451, 绝对半径差值: 0.0240, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 200 点 - 坐标: [263.1521, -94.9750], 绝对半径: 279.7664, 绝对角度: 19.8452, 绝对半径差值: 0.0242, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 201 点 - 坐标: [262.9859, -95.4346], 绝对半径: 279.7666, 绝对角度: 19.9452, 绝对半径差值: 0.0243, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 202 点 - 坐标: [262.8190, -95.8939], 绝对半径: 279.7668, 绝对角度: 20.0453, 绝对半径差值: 0.0245, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 203 点 - 坐标: [262.6512, -96.3529], 绝对半径: 279.7669, 绝对角度: 20.1454, 绝对半径差值: 0.0246, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 204 点 - 坐标: [262.4827, -96.8116], 绝对半径: 279.7671, 绝对角度: 20.2455, 绝对半径差值: 0.0248, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 205 点 - 坐标: [262.3133, -97.2700], 绝对半径: 279.7673, 绝对角度: 20.3456, 绝对半径差值: 0.0250, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 206 点 - 坐标: [262.1431, -97.7281], 绝对半径: 279.7674, 绝对角度: 20.4457, 绝对半径差值: 0.0251, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 207 点 - 坐标: [261.9722, -98.1860], 绝对半径: 279.7676, 绝对角度: 20.5458, 绝对半径差值: 0.0253, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 208 点 - 坐标: [261.8004, -98.6435], 绝对半径: 279.7677, 绝对角度: 20.6459, 绝对半径差值: 0.0255, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 209 点 - 坐标: [261.6279, -99.1007], 绝对半径: 279.7679, 绝对角度: 20.7459, 绝对半径差值: 0.0256, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 210 点 - 坐标: [261.4545, -99.5576], 绝对半径: 279.7681, 绝对角度: 20.8460, 绝对半径差值: 0.0258, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 211 点 - 坐标: [261.2803, -100.0143], 绝对半径: 279.7682, 绝对角度: 20.9461, 绝对半径差值: 0.0260, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 212 点 - 坐标: [261.1054, -100.4706], 绝对半径: 279.7684, 绝对角度: 21.0462, 绝对半径差值: 0.0261, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 213 点 - 坐标: [260.9296, -100.9266], 绝对半径: 279.7686, 绝对角度: 21.1463, 绝对半径差值: 0.0263, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 214 点 - 坐标: [260.7531, -101.3823], 绝对半径: 279.7687, 绝对角度: 21.2464, 绝对半径差值: 0.0265, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 215 点 - 坐标: [260.5758, -101.8377], 绝对半径: 279.7689, 绝对角度: 21.3465, 绝对半径差值: 0.0266, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 216 点 - 坐标: [260.3976, -102.2928], 绝对半径: 279.7691, 绝对角度: 21.4465, 绝对半径差值: 0.0268, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 217 点 - 坐标: [260.2187, -102.7476], 绝对半径: 279.7693, 绝对角度: 21.5466, 绝对半径差值: 0.0270, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 218 点 - 坐标: [260.0390, -103.2020], 绝对半径: 279.7694, 绝对角度: 21.6467, 绝对半径差值: 0.0271, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 219 点 - 坐标: [259.8585, -103.6562], 绝对半径: 279.7696, 绝对角度: 21.7468, 绝对半径差值: 0.0273, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 220 点 - 坐标: [259.6772, -104.1100], 绝对半径: 279.7698, 绝对角度: 21.8469, 绝对半径差值: 0.0275, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 221 点 - 坐标: [259.4951, -104.5635], 绝对半径: 279.7699, 绝对角度: 21.9470, 绝对半径差值: 0.0277, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 222 点 - 坐标: [259.3122, -105.0167], 绝对半径: 279.7701, 绝对角度: 22.0470, 绝对半径差值: 0.0278, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 223 点 - 坐标: [259.1285, -105.4696], 绝对半径: 279.7703, 绝对角度: 22.1471, 绝对半径差值: 0.0280, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 224 点 - 坐标: [258.9440, -105.9221], 绝对半径: 279.7705, 绝对角度: 22.2472, 绝对半径差值: 0.0282, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 225 点 - 坐标: [258.7588, -106.3744], 绝对半径: 279.7706, 绝对角度: 22.3473, 绝对半径差值: 0.0284, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 226 点 - 坐标: [258.5727, -106.8263], 绝对半径: 279.7708, 绝对角度: 22.4474, 绝对半径差值: 0.0285, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 227 点 - 坐标: [258.3859, -107.2778], 绝对半径: 279.7710, 绝对角度: 22.5475, 绝对半径差值: 0.0287, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 228 点 - 坐标: [258.1983, -107.7291], 绝对半径: 279.7712, 绝对角度: 22.6476, 绝对半径差值: 0.0289, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 229 点 - 坐标: [258.0099, -108.1800], 绝对半径: 279.7713, 绝对角度: 22.7476, 绝对半径差值: 0.0291, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 230 点 - 坐标: [257.8207, -108.6306], 绝对半径: 279.7715, 绝对角度: 22.8477, 绝对半径差值: 0.0292, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 231 点 - 坐标: [257.6307, -109.0809], 绝对半径: 279.7717, 绝对角度: 22.9478, 绝对半径差值: 0.0294, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 232 点 - 坐标: [257.4399, -109.5308], 绝对半径: 279.7719, 绝对角度: 23.0479, 绝对半径差值: 0.0296, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 233 点 - 坐标: [257.2483, -109.9804], 绝对半径: 279.7720, 绝对角度: 23.1480, 绝对半径差值: 0.0298, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 234 点 - 坐标: [257.0560, -110.4297], 绝对半径: 279.7722, 绝对角度: 23.2481, 绝对半径差值: 0.0299, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 235 点 - 坐标: [256.8629, -110.8786], 绝对半径: 279.7724, 绝对角度: 23.3481, 绝对半径差值: 0.0301, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 236 点 - 坐标: [256.6690, -111.3272], 绝对半径: 279.7726, 绝对角度: 23.4482, 绝对半径差值: 0.0303, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 237 点 - 坐标: [256.4743, -111.7755], 绝对半径: 279.7728, 绝对角度: 23.5483, 绝对半径差值: 0.0305, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 238 点 - 坐标: [256.2788, -112.2234], 绝对半径: 279.7729, 绝对角度: 23.6484, 绝对半径差值: 0.0307, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 239 点 - 坐标: [256.0825, -112.6709], 绝对半径: 279.7731, 绝对角度: 23.7485, 绝对半径差值: 0.0308, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 240 点 - 坐标: [255.8855, -113.1182], 绝对半径: 279.7733, 绝对角度: 23.8486, 绝对半径差值: 0.0310, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 241 点 - 坐标: [255.6877, -113.5650], 绝对半径: 279.7735, 绝对角度: 23.9487, 绝对半径差值: 0.0312, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 242 点 - 坐标: [255.4891, -114.0116], 绝对半径: 279.7737, 绝对角度: 24.0487, 绝对半径差值: 0.0314, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 243 点 - 坐标: [255.2897, -114.4578], 绝对半径: 279.7739, 绝对角度: 24.1488, 绝对半径差值: 0.0316, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 244 点 - 坐标: [255.0895, -114.9036], 绝对半径: 279.7740, 绝对角度: 24.2489, 绝对半径差值: 0.0318, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 245 点 - 坐标: [254.8886, -115.3491], 绝对半径: 279.7742, 绝对角度: 24.3490, 绝对半径差值: 0.0319, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 246 点 - 坐标: [254.6869, -115.7942], 绝对半径: 279.7744, 绝对角度: 24.4491, 绝对半径差值: 0.0321, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 247 点 - 坐标: [254.4844, -116.2390], 绝对半径: 279.7746, 绝对角度: 24.5492, 绝对半径差值: 0.0323, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 248 点 - 坐标: [254.2811, -116.6834], 绝对半径: 279.7748, 绝对角度: 24.6492, 绝对半径差值: 0.0325, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 249 点 - 坐标: [254.0771, -117.1275], 绝对半径: 279.7750, 绝对角度: 24.7493, 绝对半径差值: 0.0327, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 250 点 - 坐标: [253.8723, -117.5712], 绝对半径: 279.7751, 绝对角度: 24.8494, 绝对半径差值: 0.0329, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 251 点 - 坐标: [253.6667, -118.0146], 绝对半径: 279.7753, 绝对角度: 24.9495, 绝对半径差值: 0.0330, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 252 点 - 坐标: [253.4603, -118.4576], 绝对半径: 279.7755, 绝对角度: 25.0496, 绝对半径差值: 0.0332, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 253 点 - 坐标: [253.2532, -118.9002], 绝对半径: 279.7757, 绝对角度: 25.1497, 绝对半径差值: 0.0334, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 254 点 - 坐标: [253.0453, -119.3425], 绝对半径: 279.7759, 绝对角度: 25.2497, 绝对半径差值: 0.0336, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 255 点 - 坐标: [252.8366, -119.7844], 绝对半径: 279.7761, 绝对角度: 25.3498, 绝对半径差值: 0.0338, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 256 点 - 坐标: [252.6271, -120.2259], 绝对半径: 279.7763, 绝对角度: 25.4499, 绝对半径差值: 0.0340, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 257 点 - 坐标: [252.4169, -120.6671], 绝对半径: 279.7764, 绝对角度: 25.5500, 绝对半径差值: 0.0342, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 258 点 - 坐标: [252.2059, -121.1079], 绝对半径: 279.7766, 绝对角度: 25.6501, 绝对半径差值: 0.0344, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 259 点 - 坐标: [251.9942, -121.5484], 绝对半径: 279.7768, 绝对角度: 25.7502, 绝对半径差值: 0.0345, 增量半径差值: 0.0002, 增量角度差值: 0.1001
