第 0 点 - 坐标: [237.4695, 0.0000], 绝对半径: 237.4695, 绝对角度: 0.0000, 绝对半径差值: 0.0000, 增量半径差值: 0.0000, 增量角度差值: 0.0000
第 149 点 - 坐标: [229.6147, -60.6437], 绝对半径: 237.4881, 绝对角度: 14.7946, 绝对半径差值: 0.0186, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 150 点 - 坐标: [229.5086, -61.0447], 绝对半径: 237.4882, 绝对角度: 14.8947, 绝对半径差值: 0.0187, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 151 点 - 坐标: [229.4017, -61.4455], 绝对半径: 237.4883, 绝对角度: 14.9948, 绝对半径差值: 0.0188, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 152 点 - 坐标: [229.2941, -61.8461], 绝对半径: 237.4884, 绝对角度: 15.0948, 绝对半径差值: 0.0189, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 153 点 - 坐标: [229.1858, -62.2465], 绝对半径: 237.4885, 绝对角度: 15.1949, 绝对半径差值: 0.0190, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 154 点 - 坐标: [229.0768, -62.6468], 绝对半径: 237.4886, 绝对角度: 15.2950, 绝对半径差值: 0.0191, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 155 点 - 坐标: [228.9672, -63.0468], 绝对半径: 237.4887, 绝对角度: 15.3951, 绝对半径差值: 0.0192, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 156 点 - 坐标: [228.8568, -63.4467], 绝对半径: 237.4887, 绝对角度: 15.4951, 绝对半径差值: 0.0192, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 157 点 - 坐标: [228.7457, -63.8463], 绝对半径: 237.4888, 绝对角度: 15.5952, 绝对半径差值: 0.0193, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 158 点 - 坐标: [228.6339, -64.2458], 绝对半径: 237.4889, 绝对角度: 15.6953, 绝对半径差值: 0.0194, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 159 点 - 坐标: [228.5215, -64.6451], 绝对半径: 237.4890, 绝对角度: 15.7954, 绝对半径差值: 0.0195, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 160 点 - 坐标: [228.4083, -65.0441], 绝对半径: 237.4891, 绝对角度: 15.8954, 绝对半径差值: 0.0196, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 161 点 - 坐标: [228.2944, -65.4430], 绝对半径: 237.4892, 绝对角度: 15.9955, 绝对半径差值: 0.0197, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 162 点 - 坐标: [228.1799, -65.8417], 绝对半径: 237.4893, 绝对角度: 16.0956, 绝对半径差值: 0.0198, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 163 点 - 坐标: [228.0646, -66.2402], 绝对半径: 237.4894, 绝对角度: 16.1957, 绝对半径差值: 0.0199, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 164 点 - 坐标: [227.9486, -66.6384], 绝对半径: 237.4895, 绝对角度: 16.2957, 绝对半径差值: 0.0200, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 165 点 - 坐标: [227.8320, -67.0365], 绝对半径: 237.4896, 绝对角度: 16.3958, 绝对半径差值: 0.0201, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 166 点 - 坐标: [227.7147, -67.4344], 绝对半径: 237.4897, 绝对角度: 16.4959, 绝对半径差值: 0.0202, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 167 点 - 坐标: [227.5966, -67.8320], 绝对半径: 237.4898, 绝对角度: 16.5960, 绝对半径差值: 0.0203, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 168 点 - 坐标: [227.4779, -68.2295], 绝对半径: 237.4899, 绝对角度: 16.6960, 绝对半径差值: 0.0204, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 169 点 - 坐标: [227.3585, -68.6267], 绝对半径: 237.4900, 绝对角度: 16.7961, 绝对半径差值: 0.0205, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 170 点 - 坐标: [227.2383, -69.0237], 绝对半径: 237.4901, 绝对角度: 16.8962, 绝对半径差值: 0.0206, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 171 点 - 坐标: [227.1175, -69.4206], 绝对半径: 237.4902, 绝对角度: 16.9963, 绝对半径差值: 0.0207, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 172 点 - 坐标: [226.9960, -69.8172], 绝对半径: 237.4903, 绝对角度: 17.0963, 绝对半径差值: 0.0208, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 173 点 - 坐标: [226.8738, -70.2136], 绝对半径: 237.4904, 绝对角度: 17.1964, 绝对半径差值: 0.0209, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 174 点 - 坐标: [226.7509, -70.6098], 绝对半径: 237.4905, 绝对角度: 17.2965, 绝对半径差值: 0.0210, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 175 点 - 坐标: [226.6273, -71.0057], 绝对半径: 237.4906, 绝对角度: 17.3966, 绝对半径差值: 0.0211, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 176 点 - 坐标: [226.5031, -71.4015], 绝对半径: 237.4906, 绝对角度: 17.4966, 绝对半径差值: 0.0211, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 177 点 - 坐标: [226.3781, -71.7970], 绝对半径: 237.4907, 绝对角度: 17.5967, 绝对半径差值: 0.0212, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 178 点 - 坐标: [226.2524, -72.1923], 绝对半径: 237.4908, 绝对角度: 17.6968, 绝对半径差值: 0.0213, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 179 点 - 坐标: [226.1261, -72.5874], 绝对半径: 237.4909, 绝对角度: 17.7969, 绝对半径差值: 0.0214, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 180 点 - 坐标: [225.9991, -72.9823], 绝对半径: 237.4910, 绝对角度: 17.8969, 绝对半径差值: 0.0215, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 181 点 - 坐标: [225.8713, -73.3770], 绝对半径: 237.4911, 绝对角度: 17.9970, 绝对半径差值: 0.0216, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 182 点 - 坐标: [225.7429, -73.7714], 绝对半径: 237.4912, 绝对角度: 18.0971, 绝对半径差值: 0.0217, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 183 点 - 坐标: [225.6138, -74.1656], 绝对半径: 237.4913, 绝对角度: 18.1971, 绝对半径差值: 0.0218, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 184 点 - 坐标: [225.4840, -74.5596], 绝对半径: 237.4914, 绝对角度: 18.2972, 绝对半径差值: 0.0219, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 185 点 - 坐标: [225.3535, -74.9533], 绝对半径: 237.4915, 绝对角度: 18.3973, 绝对半径差值: 0.0220, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 186 点 - 坐标: [225.2224, -75.3469], 绝对半径: 237.4916, 绝对角度: 18.4974, 绝对半径差值: 0.0221, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 187 点 - 坐标: [225.0905, -75.7401], 绝对半径: 237.4917, 绝对角度: 18.5974, 绝对半径差值: 0.0222, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 188 点 - 坐标: [224.9580, -76.1332], 绝对半径: 237.4918, 绝对角度: 18.6975, 绝对半径差值: 0.0223, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 189 点 - 坐标: [224.8247, -76.5260], 绝对半径: 237.4919, 绝对角度: 18.7976, 绝对半径差值: 0.0224, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 190 点 - 坐标: [224.6908, -76.9186], 绝对半径: 237.4920, 绝对角度: 18.8977, 绝对半径差值: 0.0225, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 191 点 - 坐标: [224.5562, -77.3110], 绝对半径: 237.4921, 绝对角度: 18.9977, 绝对半径差值: 0.0226, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 192 点 - 坐标: [224.4209, -77.7031], 绝对半径: 237.4922, 绝对角度: 19.0978, 绝对半径差值: 0.0227, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 193 点 - 坐标: [224.2850, -78.0950], 绝对半径: 237.4923, 绝对角度: 19.1979, 绝对半径差值: 0.0228, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 194 点 - 坐标: [224.1483, -78.4867], 绝对半径: 237.4924, 绝对角度: 19.2980, 绝对半径差值: 0.0229, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 195 点 - 坐标: [224.0110, -78.8781], 绝对半径: 237.4925, 绝对角度: 19.3980, 绝对半径差值: 0.0230, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 196 点 - 坐标: [223.8730, -79.2692], 绝对半径: 237.4926, 绝对角度: 19.4981, 绝对半径差值: 0.0230, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 197 点 - 坐标: [223.7342, -79.6602], 绝对半径: 237.4926, 绝对角度: 19.5982, 绝对半径差值: 0.0231, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 198 点 - 坐标: [223.5949, -80.0509], 绝对半径: 237.4927, 绝对角度: 19.6983, 绝对半径差值: 0.0232, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 199 点 - 坐标: [223.4548, -80.4413], 绝对半径: 237.4928, 绝对角度: 19.7983, 绝对半径差值: 0.0233, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 200 点 - 坐标: [223.3140, -80.8315], 绝对半径: 237.4929, 绝对角度: 19.8984, 绝对半径差值: 0.0234, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 201 点 - 坐标: [223.1726, -81.2215], 绝对半径: 237.4930, 绝对角度: 19.9985, 绝对半径差值: 0.0235, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 202 点 - 坐标: [223.0305, -81.6112], 绝对半径: 237.4931, 绝对角度: 20.0985, 绝对半径差值: 0.0236, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 203 点 - 坐标: [222.8877, -82.0006], 绝对半径: 237.4932, 绝对角度: 20.1986, 绝对半径差值: 0.0237, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 204 点 - 坐标: [222.7442, -82.3898], 绝对半径: 237.4933, 绝对角度: 20.2987, 绝对半径差值: 0.0238, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 205 点 - 坐标: [222.6001, -82.7788], 绝对半径: 237.4934, 绝对角度: 20.3988, 绝对半径差值: 0.0239, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 206 点 - 坐标: [222.4552, -83.1675], 绝对半径: 237.4935, 绝对角度: 20.4988, 绝对半径差值: 0.0240, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 207 点 - 坐标: [222.3097, -83.5559], 绝对半径: 237.4936, 绝对角度: 20.5989, 绝对半径差值: 0.0241, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 208 点 - 坐标: [222.1635, -83.9441], 绝对半径: 237.4937, 绝对角度: 20.6990, 绝对半径差值: 0.0242, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 209 点 - 坐标: [222.0167, -84.3321], 绝对半径: 237.4938, 绝对角度: 20.7991, 绝对半径差值: 0.0243, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 210 点 - 坐标: [221.8691, -84.7197], 绝对半径: 237.4939, 绝对角度: 20.8991, 绝对半径差值: 0.0244, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 211 点 - 坐标: [221.7209, -85.1072], 绝对半径: 237.4940, 绝对角度: 20.9992, 绝对半径差值: 0.0245, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 212 点 - 坐标: [221.5720, -85.4943], 绝对半径: 237.4941, 绝对角度: 21.0993, 绝对半径差值: 0.0246, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 213 点 - 坐标: [221.4224, -85.8812], 绝对半径: 237.4942, 绝对角度: 21.1994, 绝对半径差值: 0.0247, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 214 点 - 坐标: [221.2722, -86.2679], 绝对半径: 237.4943, 绝对角度: 21.2994, 绝对半径差值: 0.0248, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 215 点 - 坐标: [221.1213, -86.6542], 绝对半径: 237.4944, 绝对角度: 21.3995, 绝对半径差值: 0.0249, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 216 点 - 坐标: [220.9697, -87.0403], 绝对半径: 237.4945, 绝对角度: 21.4996, 绝对半径差值: 0.0250, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 217 点 - 坐标: [220.8174, -87.4262], 绝对半径: 237.4945, 绝对角度: 21.5996, 绝对半径差值: 0.0250, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 218 点 - 坐标: [220.6644, -87.8118], 绝对半径: 237.4946, 绝对角度: 21.6997, 绝对半径差值: 0.0251, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 219 点 - 坐标: [220.5108, -88.1971], 绝对半径: 237.4947, 绝对角度: 21.7998, 绝对半径差值: 0.0252, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 220 点 - 坐标: [220.3565, -88.5821], 绝对半径: 237.4948, 绝对角度: 21.8999, 绝对半径差值: 0.0253, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 221 点 - 坐标: [220.2016, -88.9669], 绝对半径: 237.4949, 绝对角度: 21.9999, 绝对半径差值: 0.0254, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 222 点 - 坐标: [220.0459, -89.3514], 绝对半径: 237.4950, 绝对角度: 22.1000, 绝对半径差值: 0.0255, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 223 点 - 坐标: [219.8896, -89.7356], 绝对半径: 237.4951, 绝对角度: 22.2001, 绝对半径差值: 0.0256, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 224 点 - 坐标: [219.7326, -90.1196], 绝对半径: 237.4952, 绝对角度: 22.3001, 绝对半径差值: 0.0257, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 225 点 - 坐标: [219.5750, -90.5033], 绝对半径: 237.4953, 绝对角度: 22.4002, 绝对半径差值: 0.0258, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 226 点 - 坐标: [219.4167, -90.8867], 绝对半径: 237.4954, 绝对角度: 22.5003, 绝对半径差值: 0.0259, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 227 点 - 坐标: [219.2577, -91.2698], 绝对半径: 237.4955, 绝对角度: 22.6004, 绝对半径差值: 0.0260, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 228 点 - 坐标: [219.0980, -91.6527], 绝对半径: 237.4956, 绝对角度: 22.7004, 绝对半径差值: 0.0261, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 229 点 - 坐标: [218.9377, -92.0352], 绝对半径: 237.4957, 绝对角度: 22.8005, 绝对半径差值: 0.0262, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 230 点 - 坐标: [218.7767, -92.4175], 绝对半径: 237.4958, 绝对角度: 22.9006, 绝对半径差值: 0.0263, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 231 点 - 坐标: [218.6150, -92.7995], 绝对半径: 237.4959, 绝对角度: 23.0007, 绝对半径差值: 0.0264, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 232 点 - 坐标: [218.4527, -93.1813], 绝对半径: 237.4960, 绝对角度: 23.1007, 绝对半径差值: 0.0265, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 233 点 - 坐标: [218.2897, -93.5627], 绝对半径: 237.4961, 绝对角度: 23.2008, 绝对半径差值: 0.0266, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 234 点 - 坐标: [218.1261, -93.9439], 绝对半径: 237.4962, 绝对角度: 23.3009, 绝对半径差值: 0.0267, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 235 点 - 坐标: [217.9617, -94.3247], 绝对半径: 237.4963, 绝对角度: 23.4009, 绝对半径差值: 0.0268, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 236 点 - 坐标: [217.7967, -94.7053], 绝对半径: 237.4964, 绝对角度: 23.5010, 绝对半径差值: 0.0269, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 237 点 - 坐标: [217.6311, -95.0856], 绝对半径: 237.4964, 绝对角度: 23.6011, 绝对半径差值: 0.0269, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 238 点 - 坐标: [217.4648, -95.4656], 绝对半径: 237.4965, 绝对角度: 23.7012, 绝对半径差值: 0.0270, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 239 点 - 坐标: [217.2978, -95.8453], 绝对半径: 237.4966, 绝对角度: 23.8012, 绝对半径差值: 0.0271, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 240 点 - 坐标: [217.1301, -96.2247], 绝对半径: 237.4967, 绝对角度: 23.9013, 绝对半径差值: 0.0272, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 241 点 - 坐标: [216.9618, -96.6039], 绝对半径: 237.4968, 绝对角度: 24.0014, 绝对半径差值: 0.0273, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 242 点 - 坐标: [216.7929, -96.9827], 绝对半径: 237.4969, 绝对角度: 24.1014, 绝对半径差值: 0.0274, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 243 点 - 坐标: [216.6232, -97.3612], 绝对半径: 237.4970, 绝对角度: 24.2015, 绝对半径差值: 0.0275, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 244 点 - 坐标: [216.4529, -97.7395], 绝对半径: 237.4971, 绝对角度: 24.3016, 绝对半径差值: 0.0276, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 245 点 - 坐标: [216.2820, -98.1174], 绝对半径: 237.4972, 绝对角度: 24.4017, 绝对半径差值: 0.0277, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 246 点 - 坐标: [216.1104, -98.4951], 绝对半径: 237.4973, 绝对角度: 24.5017, 绝对半径差值: 0.0278, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 247 点 - 坐标: [215.9381, -98.8724], 绝对半径: 237.4974, 绝对角度: 24.6018, 绝对半径差值: 0.0279, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 248 点 - 坐标: [215.7652, -99.2494], 绝对半径: 237.4975, 绝对角度: 24.7019, 绝对半径差值: 0.0280, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 249 点 - 坐标: [215.5916, -99.6262], 绝对半径: 237.4976, 绝对角度: 24.8019, 绝对半径差值: 0.0281, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 250 点 - 坐标: [215.4173, -100.0026], 绝对半径: 237.4977, 绝对角度: 24.9020, 绝对半径差值: 0.0282, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 251 点 - 坐标: [215.2424, -100.3787], 绝对半径: 237.4978, 绝对角度: 25.0021, 绝对半径差值: 0.0283, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 252 点 - 坐标: [215.0669, -100.7546], 绝对半径: 237.4979, 绝对角度: 25.1022, 绝对半径差值: 0.0284, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 253 点 - 坐标: [214.8906, -101.1301], 绝对半径: 237.4980, 绝对角度: 25.2022, 绝对半径差值: 0.0285, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 254 点 - 坐标: [214.7138, -101.5053], 绝对半径: 237.4981, 绝对角度: 25.3023, 绝对半径差值: 0.0286, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 255 点 - 坐标: [214.5362, -101.8802], 绝对半径: 237.4982, 绝对角度: 25.4024, 绝对半径差值: 0.0287, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 256 点 - 坐标: [214.3581, -102.2548], 绝对半径: 237.4983, 绝对角度: 25.5024, 绝对半径差值: 0.0288, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 257 点 - 坐标: [214.1792, -102.6291], 绝对半径: 237.4983, 绝对角度: 25.6025, 绝对半径差值: 0.0288, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 258 点 - 坐标: [213.9997, -103.0030], 绝对半径: 237.4984, 绝对角度: 25.7026, 绝对半径差值: 0.0289, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 259 点 - 坐标: [213.8196, -103.3767], 绝对半径: 237.4985, 绝对角度: 25.8027, 绝对半径差值: 0.0290, 增量半径差值: 0.0001, 增量角度差值: 0.1001
