第 0 点 - 坐标: [237.6453, 0.0000], 绝对半径: 237.6453, 绝对角度: 0.0000, 绝对半径差值: 0.0000, 增量半径差值: 0.0000, 增量角度差值: 0.0000
第 149 点 - 坐标: [229.8273, -60.5086], 绝对半径: 237.6592, 绝对角度: 14.7500, 绝对半径差值: 0.0139, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 150 点 - 坐标: [229.7214, -60.9100], 绝对半径: 237.6593, 绝对角度: 14.8501, 绝对半径差值: 0.0140, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 151 点 - 坐标: [229.6148, -61.3113], 绝对半径: 237.6594, 绝对角度: 14.9502, 绝对半径差值: 0.0141, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 152 点 - 坐标: [229.5074, -61.7123], 绝对半径: 237.6596, 绝对角度: 15.0503, 绝对半径差值: 0.0143, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 153 点 - 坐标: [229.3994, -62.1132], 绝对半径: 237.6597, 绝对角度: 15.1504, 绝对半径差值: 0.0144, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 154 点 - 坐标: [229.2906, -62.5139], 绝对半径: 237.6598, 绝对角度: 15.2505, 绝对半径差值: 0.0145, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 155 点 - 坐标: [229.1812, -62.9144], 绝对半径: 237.6599, 绝对角度: 15.3506, 绝对半径差值: 0.0146, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 156 点 - 坐标: [229.0711, -63.3147], 绝对半径: 237.6601, 绝对角度: 15.4507, 绝对半径差值: 0.0148, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 157 点 - 坐标: [228.9602, -63.7149], 绝对半径: 237.6602, 绝对角度: 15.5508, 绝对半径差值: 0.0149, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 158 点 - 坐标: [228.8487, -64.1148], 绝对半径: 237.6603, 绝对角度: 15.6509, 绝对半径差值: 0.0150, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 159 点 - 坐标: [228.7365, -64.5145], 绝对半径: 237.6605, 绝对角度: 15.7510, 绝对半径差值: 0.0152, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 160 点 - 坐标: [228.6235, -64.9140], 绝对半径: 237.6606, 绝对角度: 15.8511, 绝对半径差值: 0.0153, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 161 点 - 坐标: [228.5099, -65.3134], 绝对半径: 237.6607, 绝对角度: 15.9512, 绝对半径差值: 0.0154, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 162 点 - 坐标: [228.3956, -65.7125], 绝对半径: 237.6609, 绝对角度: 16.0512, 绝对半径差值: 0.0156, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 163 点 - 坐标: [228.2806, -66.1115], 绝对半径: 237.6610, 绝对角度: 16.1513, 绝对半径差值: 0.0157, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 164 点 - 坐标: [228.1649, -66.5102], 绝对半径: 237.6611, 绝对角度: 16.2514, 绝对半径差值: 0.0158, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 165 点 - 坐标: [228.0485, -66.9087], 绝对半径: 237.6613, 绝对角度: 16.3515, 绝对半径差值: 0.0160, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 166 点 - 坐标: [227.9314, -67.3071], 绝对半径: 237.6614, 绝对角度: 16.4516, 绝对半径差值: 0.0161, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 167 点 - 坐标: [227.8136, -67.7052], 绝对半径: 237.6615, 绝对角度: 16.5517, 绝对半径差值: 0.0163, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 168 点 - 坐标: [227.6951, -68.1031], 绝对半径: 237.6617, 绝对角度: 16.6518, 绝对半径差值: 0.0164, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 169 点 - 坐标: [227.5759, -68.5008], 绝对半径: 237.6618, 绝对角度: 16.7519, 绝对半径差值: 0.0165, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 170 点 - 坐标: [227.4560, -68.8983], 绝对半径: 237.6620, 绝对角度: 16.8520, 绝对半径差值: 0.0167, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 171 点 - 坐标: [227.3354, -69.2956], 绝对半径: 237.6621, 绝对角度: 16.9521, 绝对半径差值: 0.0168, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 172 点 - 坐标: [227.2142, -69.6927], 绝对半径: 237.6622, 绝对角度: 17.0522, 绝对半径差值: 0.0170, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 173 点 - 坐标: [227.0922, -70.0896], 绝对半径: 237.6624, 绝对角度: 17.1523, 绝对半径差值: 0.0171, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 174 点 - 坐标: [226.9695, -70.4862], 绝对半径: 237.6625, 绝对角度: 17.2524, 绝对半径差值: 0.0172, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 175 点 - 坐标: [226.8462, -70.8827], 绝对半径: 237.6627, 绝对角度: 17.3525, 绝对半径差值: 0.0174, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 176 点 - 坐标: [226.7222, -71.2789], 绝对半径: 237.6628, 绝对角度: 17.4526, 绝对半径差值: 0.0175, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 177 点 - 坐标: [226.5974, -71.6749], 绝对半径: 237.6630, 绝对角度: 17.5527, 绝对半径差值: 0.0177, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 178 点 - 坐标: [226.4720, -72.0707], 绝对半径: 237.6631, 绝对角度: 17.6527, 绝对半径差值: 0.0178, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 179 点 - 坐标: [226.3459, -72.4663], 绝对半径: 237.6633, 绝对角度: 17.7528, 绝对半径差值: 0.0180, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 180 点 - 坐标: [226.2191, -72.8616], 绝对半径: 237.6634, 绝对角度: 17.8529, 绝对半径差值: 0.0181, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 181 点 - 坐标: [226.0916, -73.2567], 绝对半径: 237.6636, 绝对角度: 17.9530, 绝对半径差值: 0.0183, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 182 点 - 坐标: [225.9634, -73.6516], 绝对半径: 237.6637, 绝对角度: 18.0531, 绝对半径差值: 0.0184, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 183 点 - 坐标: [225.8346, -74.0463], 绝对半径: 237.6639, 绝对角度: 18.1532, 绝对半径差值: 0.0186, 增量半径差值: 0.0001, 增量角度差值: 0.1001
第 184 点 - 坐标: [225.7050, -74.4408], 绝对半径: 237.6640, 绝对角度: 18.2533, 绝对半径差值: 0.0187, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 185 点 - 坐标: [225.5748, -74.8350], 绝对半径: 237.6642, 绝对角度: 18.3534, 绝对半径差值: 0.0189, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 186 点 - 坐标: [225.4438, -75.2290], 绝对半径: 237.6643, 绝对角度: 18.4535, 绝对半径差值: 0.0190, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 187 点 - 坐标: [225.3122, -75.6228], 绝对半径: 237.6645, 绝对角度: 18.5536, 绝对半径差值: 0.0192, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 188 点 - 坐标: [225.1799, -76.0163], 绝对半径: 237.6646, 绝对角度: 18.6537, 绝对半径差值: 0.0193, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 189 点 - 坐标: [225.0469, -76.4096], 绝对半径: 237.6648, 绝对角度: 18.7538, 绝对半径差值: 0.0195, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 190 点 - 坐标: [224.9132, -76.8027], 绝对半径: 237.6649, 绝对角度: 18.8539, 绝对半径差值: 0.0196, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 191 点 - 坐标: [224.7789, -77.1956], 绝对半径: 237.6651, 绝对角度: 18.9540, 绝对半径差值: 0.0198, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 192 点 - 坐标: [224.6438, -77.5882], 绝对半径: 237.6652, 绝对角度: 19.0540, 绝对半径差值: 0.0199, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 193 点 - 坐标: [224.5081, -77.9805], 绝对半径: 237.6654, 绝对角度: 19.1541, 绝对半径差值: 0.0201, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 194 点 - 坐标: [224.3717, -78.3727], 绝对半径: 237.6655, 绝对角度: 19.2542, 绝对半径差值: 0.0203, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 195 点 - 坐标: [224.2345, -78.7646], 绝对半径: 237.6657, 绝对角度: 19.3543, 绝对半径差值: 0.0204, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 196 点 - 坐标: [224.0968, -79.1562], 绝对半径: 237.6659, 绝对角度: 19.4544, 绝对半径差值: 0.0206, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 197 点 - 坐标: [223.9583, -79.5476], 绝对半径: 237.6660, 绝对角度: 19.5545, 绝对半径差值: 0.0207, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 198 点 - 坐标: [223.8191, -79.9388], 绝对半径: 237.6662, 绝对角度: 19.6546, 绝对半径差值: 0.0209, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 199 点 - 坐标: [223.6793, -80.3297], 绝对半径: 237.6663, 绝对角度: 19.7547, 绝对半径差值: 0.0211, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 200 点 - 坐标: [223.5388, -80.7204], 绝对半径: 237.6665, 绝对角度: 19.8548, 绝对半径差值: 0.0212, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 201 点 - 坐标: [223.3976, -81.1109], 绝对半径: 237.6667, 绝对角度: 19.9549, 绝对半径差值: 0.0214, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 202 点 - 坐标: [223.2557, -81.5011], 绝对半径: 237.6668, 绝对角度: 20.0550, 绝对半径差值: 0.0215, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 203 点 - 坐标: [223.1131, -81.8910], 绝对半径: 237.6670, 绝对角度: 20.1551, 绝对半径差值: 0.0217, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 204 点 - 坐标: [222.9699, -82.2807], 绝对半径: 237.6672, 绝对角度: 20.2551, 绝对半径差值: 0.0219, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 205 点 - 坐标: [222.8259, -82.6701], 绝对半径: 237.6673, 绝对角度: 20.3552, 绝对半径差值: 0.0220, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 206 点 - 坐标: [222.6813, -83.0593], 绝对半径: 237.6675, 绝对角度: 20.4553, 绝对半径差值: 0.0222, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 207 点 - 坐标: [222.5361, -83.4483], 绝对半径: 237.6676, 绝对角度: 20.5554, 绝对半径差值: 0.0224, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 208 点 - 坐标: [222.3901, -83.8369], 绝对半径: 237.6678, 绝对角度: 20.6555, 绝对半径差值: 0.0225, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 209 点 - 坐标: [222.2435, -84.2254], 绝对半径: 237.6680, 绝对角度: 20.7556, 绝对半径差值: 0.0227, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 210 点 - 坐标: [222.0961, -84.6136], 绝对半径: 237.6681, 绝对角度: 20.8557, 绝对半径差值: 0.0229, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 211 点 - 坐标: [221.9481, -85.0015], 绝对半径: 237.6683, 绝对角度: 20.9558, 绝对半径差值: 0.0230, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 212 点 - 坐标: [221.7995, -85.3891], 绝对半径: 237.6685, 绝对角度: 21.0559, 绝对半径差值: 0.0232, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 213 点 - 坐标: [221.6501, -85.7765], 绝对半径: 237.6686, 绝对角度: 21.1560, 绝对半径差值: 0.0234, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 214 点 - 坐标: [221.5001, -86.1636], 绝对半径: 237.6688, 绝对角度: 21.2561, 绝对半径差值: 0.0235, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 215 点 - 坐标: [221.3494, -86.5505], 绝对半径: 237.6690, 绝对角度: 21.3562, 绝对半径差值: 0.0237, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 216 点 - 坐标: [221.1980, -86.9371], 绝对半径: 237.6692, 绝对角度: 21.4562, 绝对半径差值: 0.0239, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 217 点 - 坐标: [221.0460, -87.3235], 绝对半径: 237.6693, 绝对角度: 21.5563, 绝对半径差值: 0.0240, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 218 点 - 坐标: [220.8932, -87.7095], 绝对半径: 237.6695, 绝对角度: 21.6564, 绝对半径差值: 0.0242, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 219 点 - 坐标: [220.7398, -88.0954], 绝对半径: 237.6697, 绝对角度: 21.7565, 绝对半径差值: 0.0244, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 220 点 - 坐标: [220.5858, -88.4809], 绝对半径: 237.6698, 绝对角度: 21.8566, 绝对半径差值: 0.0246, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 221 点 - 坐标: [220.4310, -88.8662], 绝对半径: 237.6700, 绝对角度: 21.9567, 绝对半径差值: 0.0247, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 222 点 - 坐标: [220.2756, -89.2512], 绝对半径: 237.6702, 绝对角度: 22.0568, 绝对半径差值: 0.0249, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 223 点 - 坐标: [220.1195, -89.6359], 绝对半径: 237.6704, 绝对角度: 22.1569, 绝对半径差值: 0.0251, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 224 点 - 坐标: [219.9628, -90.0204], 绝对半径: 237.6705, 绝对角度: 22.2570, 绝对半径差值: 0.0252, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 225 点 - 坐标: [219.8053, -90.4045], 绝对半径: 237.6707, 绝对角度: 22.3571, 绝对半径差值: 0.0254, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 226 点 - 坐标: [219.6472, -90.7884], 绝对半径: 237.6709, 绝对角度: 22.4571, 绝对半径差值: 0.0256, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 227 点 - 坐标: [219.4885, -91.1721], 绝对半径: 237.6711, 绝对角度: 22.5572, 绝对半径差值: 0.0258, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 228 点 - 坐标: [219.3290, -91.5554], 绝对半径: 237.6712, 绝对角度: 22.6573, 绝对半径差值: 0.0259, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 229 点 - 坐标: [219.1689, -91.9385], 绝对半径: 237.6714, 绝对角度: 22.7574, 绝对半径差值: 0.0261, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 230 点 - 坐标: [219.0081, -92.3213], 绝对半径: 237.6716, 绝对角度: 22.8575, 绝对半径差值: 0.0263, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 231 点 - 坐标: [218.8467, -92.7038], 绝对半径: 237.6718, 绝对角度: 22.9576, 绝对半径差值: 0.0265, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 232 点 - 坐标: [218.6846, -93.0860], 绝对半径: 237.6719, 绝对角度: 23.0577, 绝对半径差值: 0.0267, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 233 点 - 坐标: [218.5218, -93.4680], 绝对半径: 237.6721, 绝对角度: 23.1578, 绝对半径差值: 0.0268, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 234 点 - 坐标: [218.3583, -93.8496], 绝对半径: 237.6723, 绝对角度: 23.2579, 绝对半径差值: 0.0270, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 235 点 - 坐标: [218.1942, -94.2310], 绝对半径: 237.6725, 绝对角度: 23.3580, 绝对半径差值: 0.0272, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 236 点 - 坐标: [218.0295, -94.6121], 绝对半径: 237.6727, 绝对角度: 23.4580, 绝对半径差值: 0.0274, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 237 点 - 坐标: [217.8640, -94.9929], 绝对半径: 237.6728, 绝对角度: 23.5581, 绝对半径差值: 0.0276, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 238 点 - 坐标: [217.6979, -95.3734], 绝对半径: 237.6730, 绝对角度: 23.6582, 绝对半径差值: 0.0277, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 239 点 - 坐标: [217.5311, -95.7536], 绝对半径: 237.6732, 绝对角度: 23.7583, 绝对半径差值: 0.0279, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 240 点 - 坐标: [217.3637, -96.1336], 绝对半径: 237.6734, 绝对角度: 23.8584, 绝对半径差值: 0.0281, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 241 点 - 坐标: [217.1956, -96.5132], 绝对半径: 237.6736, 绝对角度: 23.9585, 绝对半径差值: 0.0283, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 242 点 - 坐标: [217.0268, -96.8925], 绝对半径: 237.6737, 绝对角度: 24.0586, 绝对半径差值: 0.0285, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 243 点 - 坐标: [216.8574, -97.2716], 绝对半径: 237.6739, 绝对角度: 24.1587, 绝对半径差值: 0.0286, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 244 点 - 坐标: [216.6873, -97.6503], 绝对半径: 237.6741, 绝对角度: 24.2588, 绝对半径差值: 0.0288, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 245 点 - 坐标: [216.5166, -98.0288], 绝对半径: 237.6743, 绝对角度: 24.3588, 绝对半径差值: 0.0290, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 246 点 - 坐标: [216.3452, -98.4069], 绝对半径: 237.6745, 绝对角度: 24.4589, 绝对半径差值: 0.0292, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 247 点 - 坐标: [216.1731, -98.7848], 绝对半径: 237.6747, 绝对角度: 24.5590, 绝对半径差值: 0.0294, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 248 点 - 坐标: [216.0004, -99.1624], 绝对半径: 237.6749, 绝对角度: 24.6591, 绝对半径差值: 0.0296, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 249 点 - 坐标: [215.8270, -99.5396], 绝对半径: 237.6750, 绝对角度: 24.7592, 绝对半径差值: 0.0297, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 250 点 - 坐标: [215.6529, -99.9166], 绝对半径: 237.6752, 绝对角度: 24.8593, 绝对半径差值: 0.0299, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 251 点 - 坐标: [215.4782, -100.2932], 绝对半径: 237.6754, 绝对角度: 24.9594, 绝对半径差值: 0.0301, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 252 点 - 坐标: [215.3029, -100.6695], 绝对半径: 237.6756, 绝对角度: 25.0595, 绝对半径差值: 0.0303, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 253 点 - 坐标: [215.1269, -101.0456], 绝对半径: 237.6758, 绝对角度: 25.1595, 绝对半径差值: 0.0305, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 254 点 - 坐标: [214.9502, -101.4213], 绝对半径: 237.6760, 绝对角度: 25.2596, 绝对半径差值: 0.0307, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 255 点 - 坐标: [214.7729, -101.7967], 绝对半径: 237.6762, 绝对角度: 25.3597, 绝对半径差值: 0.0309, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 256 点 - 坐标: [214.5949, -102.1718], 绝对半径: 237.6763, 绝对角度: 25.4598, 绝对半径差值: 0.0310, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 257 点 - 坐标: [214.4163, -102.5466], 绝对半径: 237.6765, 绝对角度: 25.5599, 绝对半径差值: 0.0312, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 258 点 - 坐标: [214.2370, -102.9211], 绝对半径: 237.6767, 绝对角度: 25.6600, 绝对半径差值: 0.0314, 增量半径差值: 0.0002, 增量角度差值: 0.1001
第 259 点 - 坐标: [214.0570, -103.2952], 绝对半径: 237.6769, 绝对角度: 25.7601, 绝对半径差值: 0.0316, 增量半径差值: 0.0002, 增量角度差值: 0.1001
